tekrar,ab
98,0.6945149107016214
99,0.6600103885396826
100,0.33098940095238005
101,0.4647867396628433
102,0.5298938566001875
103,0.44027891525034446
104,0.4959172484450075
105,0.5513435424583595
106,0.5023373195432613
107,0.61818483426775
108,0.42534897989736387
109,0.6858470391744509
110,0.6293175967909721
111,0.41901462200681977
112,0.4568242365971147
113,0.5288493590241928
114,0.5392756631583262
115,0.5837978352101016
116,0.4128704965743309
117,0.5367216215957163
118,0.6207142972165112
119,0.5874980794734719
120,0.49982224293308325
121,0.5064424935376282
122,0.5642968844638846
123,0.5790614766324456
124,0.45826028141077263
125,0.6798564734723854
126,0.5653923323167032
127,0.5063988130194106
128,0.4261925388853596
129,0.5043947945408982
130,0.5483797809127708
131,0.4942039716393929
132,0.5059182780729577
133,0.606155157378379
134,0.49833095108980774
135,0.6046861264718054
136,0.4713987378530595
137,0.49289930502090024
138,0.6856379211828626
139,0.5189197638266575
140,0.42280180914762555
141,0.5478905038173506
142,0.4628732555173567
143,0.5845733890394027
144,0.6314733453764656
145,0.48206626908313865
146,0.424661529787729
147,0.46298142096605416
148,0.5541990456371251
149,0.6299409054491786
150,0.5202043885042944
151,0.5222099988357998
152,0.6227872504641839
153,0.4683377426637895
154,0.43215018084056506
155,0.4854304529012342
156,0.7011535047187536
157,0.404313001877803
158,0.5707800355657972
159,0.4812788924274909
160,0.5213798643167405
161,0.48980945530427367
162,0.5565735769653217
163,0.5165188985127754
164,0.42717438219695175
165,0.4867605824228689
166,0.6079311700578771
167,0.5703711961139152
168,0.5645637319370556
169,0.45819700479334163
170,0.675955735907349
171,0.5268045863959114
172,0.6259246291394953
173,0.6671229932643205
174,0.4790452667351699
175,0.5929820032556608
176,0.39509665430932706
177,0.554946848620519
178,0.5145548067944146
179,0.5423810070438725
180,0.5419706671497392
181,0.45624681618777824
182,0.7073436086368021
183,0.4773873008930891
184,0.507950024934725
185,0.4259720529739244
186,0.6072878245532932
187,0.49830926701262823
188,0.5863505266718052
189,0.6762648542223879
190,0.5594928740610648
191,0.45594457891928286
192,0.478667248745473
193,0.40737905365279314
194,0.3600837325726648
195,0.5778120841270912
196,0.5332277679670567
197,0.4203421130793305
198,0.5817759616668899
199,0.4435830079992064
200,0.5552616096411965
201,0.5260956893704472
202,0.5060136546580509
203,0.46682158152690073
204,0.5968075450439962
205,0.6028447292620726
206,0.466438421625217
207,0.6629272802939196
208,0.381039900375679
209,0.4887530664307595
210,0.5405783718014775
211,0.5800098855889569
212,0.45708989905170916
213,0.5536644000502439
214,0.46877747789280694
215,0.4900565881643203
216,0.4902365571120799
217,0.5363491936218182
218,0.7517142087315151
219,0.46905314571095563
220,0.4336010230974826
221,0.3855917314637091
222,0.6117044026074079
223,0.5886883361734867
224,0.5538377192559415
225,0.47093070403886594
226,0.5087354354527418
227,0.4867389528860008
228,0.4525936196203332
229,0.6275015118180653
230,0.5696241510062676
231,0.5358310726043569
232,0.47945335892672325
233,0.5253793691362233
234,0.5380363355020954
235,0.3804497577921519
236,0.5849869150009588
237,0.5843979275352753
238,0.6633617813328593
239,0.6291734271777673
240,0.6110720041950679
241,0.48233112832237174
242,0.32980309413521103
243,0.47473569143975014
244,0.48342201987993433
245,0.5791044721009474
246,0.45986429065028694
247,0.5980813123529745
248,0.4743524678192867
249,0.6556524191566648
250,0.554252354785965
251,0.5047408138402586
252,0.7444542187027219
253,0.589383325108026
254,0.4242650811623328
255,0.536477405119488
256,0.5365790191760099
257,0.4700956668352956
258,0.4068426749249893
259,0.3649234045579222
260,0.5102086352928705
261,0.6031543265679766
262,0.5176439014867077
263,0.4856164425332556
264,0.5696080650095781
265,0.7311028872495885
266,0.5535284321837746
267,0.453231571882775
268,0.5417477901102403
269,0.5603914336906776
270,0.6300416540486453
271,0.5149744721166104
272,0.5970495995856621
273,0.46379557578748576
274,0.6256217867862978
275,0.5068624186795523
276,0.5072330825344611
277,0.4300947801677034
278,0.448275741904463
279,0.6021195574955941
280,0.6248232375407126
281,0.39531407287574083
282,0.6213764289345888
283,0.6676274000907678
284,0.5171790607627635
285,0.5220471318276515
286,0.5951460616127684
287,0.6010643894189447
288,0.47872449856848587
289,0.551195541627927
290,0.43824733379877684
291,0.7305270431367986
292,0.8571044247149804
293,0.5415004647291747
294,0.38465611412108236
295,0.48750229324768785
296,0.520939732148486
297,0.37694361406095983
298,0.5545451144501631
299,0.437963953793682
300,0.42500699295626576
301,0.45139628474705473
302,0.5417699235826033
303,0.5289697535019271
304,0.6355112735805439
305,0.5323686173246268
306,0.5029912105821528
307,0.40659883104917416
308,0.7349928012187802
309,0.42303081993987146
310,0.5158756405279349
311,0.45991763858247114
312,0.4651491943392043
313,0.43396491446214686
314,0.5118189888329838
315,0.5366187698517204
316,0.5469939143001841
317,0.512544387812236
318,0.28793003661381805
319,0.5687046621307084
320,0.426607016595465
321,0.6362474369207947
322,0.38012396130816306
323,0.5697284011386649
324,0.45659200101720954
325,0.40466878719948945
326,0.6974827350658516
327,0.6298355257825832
328,0.46676794517682185
329,0.5512558253225455
330,0.4652451987060079
331,0.5522317226052228
332,0.5127083908663446
333,0.5551435788150857
334,0.6507414872086157
335,0.467609674029323
336,0.5954382020804128
337,0.4786367518251216
338,0.5108240325315384
339,0.5372556374626891
340,0.5702243492088667
341,0.4599274891988365
342,0.45719555307489335
343,0.6007549719797818
344,0.45007877452299605
345,0.5827229522278771
346,0.6193112841025025
347,0.4701796981891278
348,0.5912868315116804
349,0.5354123603214855
350,0.5008177713195083
351,0.5705603154989701
352,0.6647880495681417
353,0.5038472234214827
354,0.4563593413689438
355,0.6586816755551833
356,0.5056331850205266
357,0.39010574735863696
358,0.5392211005344199
359,0.5012353089667482
360,0.5354343622780037
361,0.46859972055121446
362,0.5066517513845815
363,0.4659427133116455
364,0.6472907870249881
365,0.49948956250320864
366,0.5860080192000269
367,0.5378567975978201
368,0.5709530239304851
369,0.443874022312674
370,0.5086850743749787
371,0.5399439261131292
372,0.6123252608997989
373,0.5910165392226415
374,0.5695247246927038
375,0.42797373702468744
376,0.41140358195434734
377,0.5887544376048055
378,0.4706303387670009
379,0.3727506797108386
380,0.6372553618589246
381,0.538350851299887
382,0.4817674940592759
383,0.5213495925331095
384,0.413120118594153
385,0.46219246601091
386,0.5714780175770454
387,0.5731909620601442
388,0.5288907783364188
389,0.5586242593830114
390,0.46724178596466936
391,0.3515744534236289
392,0.35878782246901453
393,0.4294659295637351
394,0.5873156319530508
395,0.47485789274039786
396,0.5995760779382762
397,0.6638227903309194
398,0.5536301013737223
399,0.4591144662060662
400,0.4732077339583925
401,0.5550550445183144
402,0.566670516939497
403,0.5633163299333235
404,0.6283399670615357
405,0.5763773305282148
406,0.43132791965409406
407,0.5674226187812355
408,0.43466929755556044
409,0.569642460542871
410,0.5311125057628916
411,0.46561324466935305
412,0.5016361893679897
413,0.5811610712907137
414,0.5297848037227035
415,0.5231375769914357
416,0.6108879611519196
417,0.5200922862857472
418,0.5825667405072841
419,0.3560810945667528
420,0.5153416623263845
421,0.5946468116410595
422,0.5741549664359987
423,0.5084350383404181
424,0.4630658448854047
425,0.48253937984385925
426,0.6726639807329998
427,0.43161925738010803
428,0.6244778540224768
429,0.4783615613780347
430,0.4136929641652875
431,0.46711184580742526
432,0.7090887516884393
433,0.6318537177389548
434,0.5964440321854519
435,0.40865264780352295
436,0.4963654735529442
437,0.5262227286951168
438,0.49798833142156534
439,0.4580447866430253
440,0.4241511081186497
441,0.4890285365216465
442,0.4593790921259695
443,0.4125160371176253
444,0.44419005963745845
445,0.6212431857369187
446,0.5153159636856279
447,0.493602462508303
448,0.5060027822946964
449,0.2972911560451584
450,0.6253380269026845
451,0.3826859716288583
452,0.5243400163838868
453,0.5106598500779137
454,0.4544016463447632
455,0.48802510328971405
456,0.4753278430287237
457,0.6152287939052298
458,0.5083033350196068
459,0.6030872219556153
460,0.46501956260836425
461,0.6961626288100706
462,0.4902743101150732
463,0.5256900122283594
464,0.4931129818235544
465,0.6162690489095305
466,0.4032732187945398
467,0.37432144971237774
468,0.4830872762196572
469,0.42371705657413206
470,0.5543037172819895
471,0.6864801562283159
472,0.662184404920489
473,0.6322386189643242
474,0.566806350261443
475,0.5565222417867901
476,0.47326855325363465
477,0.5867464226508851
478,0.5389061435120743
479,0.4079313658486563
480,0.44424356455967456
481,0.5163755759342578
482,0.5301742959616277
483,0.6219967634968128
484,0.5418200655574608
485,0.5739305722319027
486,0.39904650816243736
487,0.5319246784715679
488,0.4773986393624212
489,0.4198824887985169
490,0.537853279587203
491,0.629546103616043
492,0.5235868929786305
493,0.5266168197781604
494,0.6920601048684283
495,0.550658954073845
496,0.4175838265217831
497,0.5101743300289349
498,0.47481857354828394
499,0.6483661044486023
500,0.5745517669253535
501,0.486404905224778
502,0.5077418357365522
503,0.5603875689313368
504,0.42510573103173044
505,0.5150363832502055
506,0.5782357031590374
507,0.4952437562462895
508,0.6377601152162272
509,0.41154752041148174
510,0.4194111219237494
511,0.4920570175063837
512,0.6549664165184168
513,0.4826522242173872
514,0.538875462331829
515,0.3727609652149389
516,0.6564743560450348
517,0.4398440997100033
518,0.5986885019315271
519,0.5585689377746691
520,0.5629878981502695
521,0.626166378460095
522,0.5168452990389064
523,0.5686362844482719
524,0.4749916778027049
525,0.3819747751100313
526,0.5820277759315403
527,0.5837303885293491
528,0.5026946582263709
529,0.5783751600409133
530,0.6346177434463763
531,0.5289891516708962
532,0.6548873644141207
533,0.49840317266920864
534,0.671220507585948
535,0.5685343074196094
536,0.6105916442757325
537,0.5439151211427965
538,0.5562122022579832
539,0.45215584029559214
540,0.45069556465250515
541,0.48309047531551685
542,0.5758870838651946
543,0.5583541774342768
544,0.5062390632074995
545,0.49494578842957426
546,0.5219766800318185
547,0.6545343418358297
548,0.5461792237399479
549,0.4912669091928929
550,0.4283833531595896
551,0.5538036106689459
552,0.42816255806356446
553,0.4094375217251753
554,0.4569601931276992
555,0.52824112053167
556,0.5954072626940604
557,0.41762405462725954
558,0.4526761996647849
559,0.5432146003767024
560,0.5849941432709749
561,0.4945584118163391
562,0.4411620520872039
563,0.4340858890150333
564,0.5553118460295691
565,0.4094730925087177
566,0.681847871939321
567,0.5595306076432741
568,0.45828186652902847
569,0.4984916697133245
570,0.5938862656125125
571,0.5469070378280118
572,0.5795602769819707
573,0.5492464287304724
574,0.5083698218683965
575,0.5320082488499009
576,0.6511030986268607
577,0.6032164393215422
578,0.5001452138358036
579,0.41484339371015394
580,0.4084870047692121
581,0.4978228635831272
582,0.5888380392762187
583,0.5211299972360063
584,0.49686339765188203
585,0.6998274411895974
586,0.5895187022157171
587,0.5023196565595446
588,0.5335343338642967
589,0.48422356429646884
590,0.5235479168786609
591,0.6398154382050145
592,0.47863774267863646
593,0.46516681957856365
594,0.5915380056896127
595,0.4415830369785993
596,0.47026406870535453
597,0.6339221218800183
598,0.5727529180705193
599,0.6648459391097528
600,0.4905281486588711
601,0.5287169152551879
602,0.4401850538593546
603,0.5400813702056477
604,0.6298533598190181
605,0.6490337211622993
606,0.6245126468724441
607,0.5631964767991344
608,0.5020679617438055
609,0.5293519746792672
610,0.44257837062275657
611,0.4658693012365066
612,0.6697783508303553
613,0.3943142980691311
614,0.4863706267899236
615,0.49297282569750994
616,0.6222081531839162
617,0.5611186037358988
618,0.5230694696731214
619,0.4647780225393583
620,0.48440633510159636
621,0.5208874290628025
622,0.3200571988017351
623,0.5408491266772922
624,0.4635160796508747
625,0.4017372603216503
626,0.4508272857310937
627,0.521748436948933
628,0.5072336665340893
629,0.4344639152979201
630,0.47027892175472547
631,0.46031499274255827
632,0.7643215409624713
633,0.5327980810097149
634,0.56575872577378
635,0.5211949530343115
636,0.706023389002453
637,0.43637498501545574
638,0.39278171432176057
639,0.46214456398235915
640,0.6034689120155925
641,0.5391500307799747
642,0.4708591776340423
643,0.4056420300260166
644,0.6091792998451665
645,0.45587474352529084
646,0.6636007583796797
647,0.4442893835955022
648,0.6108850678919587
649,0.5622889529252271
650,0.4832675934334524
651,0.8241317917502534
652,0.5788084486808678
653,0.36432421394062575
654,0.6513332874166092
655,0.4960211761609954
656,0.5008591444083792
657,0.5060195481247752
658,0.5030460471185411
659,0.6325947775143818
660,0.6597356512770443
661,0.3372505970502581
662,0.5419144275078407
663,0.518445805252088
664,0.4157406913673417
665,0.7216797988915711
666,0.5637099726055926
667,0.531729328375419
668,0.36018386501613353
669,0.6236607829538618
670,0.569928248109326
671,0.61664569227522
672,0.4237515421547116
673,0.4536532920765983
674,0.4988737269691376
675,0.5259447668123274
676,0.5126313528667281
677,0.6965429517924785
678,0.5646501320662602
679,0.603920245579755
680,0.3676907141713049
681,0.44153511105974963
682,0.544202714457827
683,0.6239653988879572
684,0.4461465454720462
685,0.5481180745690701
686,0.4810509126974496
687,0.5383054951486954
688,0.4689927198929737
689,0.5954957110574848
690,0.5611529501283155
691,0.5203856027699283
692,0.5160320424299478
693,0.5583886438989333
694,0.5034934950490928
695,0.5843091732012886
696,0.5794002847622809
697,0.5277145482979316
698,0.5454698518519866
699,0.4947143949645443
700,0.4433684404970274
701,0.4850163683473375
702,0.3769922714835005
703,0.5209495373841528
704,0.5653290407879663
705,0.6347894944323249
706,0.5491952256510193
707,0.609288380310002
708,0.4590782028268627
709,0.5985708739691676
710,0.36591508122244615
711,0.4706069040048425
712,0.5009678303017983
713,0.3744170488418943
714,0.6082321587566363
715,0.41987828678666883
716,0.4162447819867204
717,0.49283861760727465
718,0.5889375109466396
719,0.4394576131256342
720,0.4455413451596174
721,0.5217282675143301
722,0.5383644532907595
723,0.576216970718241
724,0.562559569241047
725,0.48501655581272274
726,0.4828029983586156
727,0.6540208115962463
728,0.714284064453006
729,0.4733480489644725
730,0.44965459498558347
731,0.5993289590835018
732,0.47813745804975594
733,0.5270763105089488
734,0.5116578281336304
735,0.5164543828897159
736,0.5158780175589183
737,0.5692322415975624
738,0.6085789341038088
739,0.508395061975418
740,0.45216035857154374
741,0.43046968877035563
742,0.5461034561609454
743,0.5510449364692735
744,0.5475974650238243
745,0.38368509545087776
746,0.42782356702133006
747,0.5483520988070821
748,0.48569500680470157
749,0.6074245290545648
750,0.5341918738898214
751,0.5056106157097883
752,0.5666474653540043
753,0.48720911607687
754,0.49972063780221904
755,0.6770504759465824
756,0.5013021027103951
757,0.4437614291784815
758,0.5411002271955929
759,0.5225012739260663
760,0.5340338649726952
761,0.49438252475187205
762,0.41255151100129395
763,0.4582546867618054
764,0.5250011021146219
765,0.48304716259121067
766,0.40275827688239085
767,0.5089503423505405
768,0.39246955714466336
769,0.44931522325130807
770,0.5750112840046767
771,0.4543009598777472
772,0.6105717075654027
773,0.5291874057571299
774,0.3802035788676131
775,0.5355082814151434
776,0.6203526963702257
777,0.7170870050390168
778,0.5470912862549422
779,0.5949189664966422
780,0.5282032849193256
781,0.45687118290177
782,0.6657722670133214
783,0.3854653300139951
784,0.6242170418671242
785,0.41803963531699223
786,0.5382019574806579
787,0.63936882373301
788,0.33341026191625556
789,0.6304273196963776
790,0.5548577633896881
791,0.43264956096957374
792,0.5537806846270369
793,0.42405606013301733
794,0.5393352858273771
795,0.7487447742166284
796,0.6257567139225534
797,0.5671031807858455
798,0.6395466262973375
799,0.47355915875268745
800,0.6526029484571575
801,0.49099680543624796
802,0.49619621141828035
803,0.3829379968941102
804,0.5377304971486452
805,0.46755373752837953
806,0.6123844086567606
807,0.32905385495465317
808,0.45886062645481257
809,0.5226236918507836
810,0.5341011926687428
811,0.48201976164038923
812,0.4497056496402475
813,0.5164672849189179
814,0.5145648912144576
815,0.3900734183397041
816,0.39239116819794917
817,0.6343584345249658
818,0.43341179057651197
819,0.5382264022770137
820,0.5165147730492203
821,0.7015703330685931
822,0.42890754282396315
823,0.5534151469513037
824,0.5580247012999041
825,0.5563191822339038
826,0.5004488275497686
827,0.5359490134201708
828,0.47531608427069505
829,0.429999443525208
830,0.5529785194030242
831,0.5481852529667706
832,0.38618646904071546
833,0.48122641303028385
834,0.5915656603650633
835,0.44037497429575095
836,0.44216792081397227
837,0.5057476453255432
838,0.6092152067330983
839,0.44947704562967516
840,0.5113137732654114
841,0.5602528834559073
842,0.5312598495798567
843,0.7290243095150748
844,0.5000454272227834
845,0.4513430079702576
846,0.6102364776462329
847,0.5433904411225016
848,0.4381339990073905
849,0.5212725824216593
850,0.3854051396155062
851,0.5208769276896044
852,0.5757922457883657
853,0.48582761147626086
854,0.49455796384903633
855,0.5069872857239016
856,0.5691398711809108
857,0.48099286009028186
858,0.5283369936357
859,0.6400179027875401
860,0.494169293110171
861,0.46782634405474705
862,0.4542260865904369
863,0.6826949884052556
864,0.5705658264663606
865,0.3999475459775579
866,0.5658474487035419
867,0.5781173006456687
868,0.6025026977089203
869,0.5460212444125249
870,0.5381740207509127
871,0.457483900778521
872,0.48059802136498364
873,0.5712997164657697
874,0.5732623653784852
875,0.6477790735823504
876,0.4475690689788153
877,0.38641174627814173
878,0.6125651743980987
879,0.4182896657033786
880,0.5304682619268829
881,0.4505344631851914
882,0.5943958185821677
883,0.6535673032137311
884,0.6436787170212229
885,0.395100331966275
886,0.593071399221305
887,0.5658000636723444
888,0.5372165398197161
889,0.4899748665835744
890,0.3915770029650335
891,0.5086448547696292
892,0.6553471854117001
893,0.7362440174018163
894,0.5615028429376057
895,0.6736267862238228
896,0.4678307982482443
897,0.5169065446530974
898,0.5891470406765058
899,0.6258503534355724
900,0.5394596469263278
901,0.34657834609517263
902,0.4260130481932989
903,0.5704758521775705
904,0.5051786768105363
905,0.517908287839284
906,0.5067171720714201
907,0.3946347754473231
908,0.5911486164580189
909,0.7060880637524518
910,0.4508010327121564
911,0.485868017389224
912,0.5650909930712469
913,0.37838787717001615
914,0.4947308875597769
915,0.4691489666724275
916,0.6168664437776377
917,0.5422039457304606
918,0.4928770586330128
919,0.4362651473758797
920,0.5492224527184875
921,0.373179506825721
922,0.6355795673058295
923,0.5226223138790892
924,0.6962899790803526
925,0.4545697457980057
926,0.4370796585351436
927,0.5842091430859405
928,0.5992487793039913
929,0.7162578274857786
930,0.4609202307751851
931,0.49320806791562605
932,0.5376854427932307
933,0.6012742786394044
934,0.45134054037704635
935,0.5139797564304165
936,0.4195989856870445
937,0.6066327670073607
938,0.5808113177131615
939,0.46595736522005377
940,0.48191490640104645
941,0.4475891188745004
942,0.39979279520481603
943,0.7606334099250963
944,0.6419613401893035
945,0.4283460252323013
946,0.4508514390491479
947,0.5274789860653827
948,0.5061753100235261
949,0.4783452183550007
950,0.4547023169129487
951,0.3695318613033819
952,0.5316000225372828
953,0.5871628173374022
954,0.5043928711072763
955,0.4962155228589308
956,0.4657073591824415
957,0.5853331469637396
958,0.7029609435730034
959,0.3677683494700279
960,0.43331629765536617
961,0.5838183644754902
962,0.4139687519633701
963,0.6040103781851981
964,0.5072963025875348
965,0.5441026768938919
966,0.44638608479621034
967,0.5493042997145947
968,0.5143891883107828
969,0.5465416667354488
970,0.49558201080962616
971,0.5145224255375048
972,0.5284035743059077
973,0.5133039405029665
974,0.5672546266013978
975,0.4843174856162322
976,0.34820423284545743
977,0.468173773599048
978,0.5202716035909513
979,0.3984702323336472
980,0.4136565275504077
981,0.566653892019594
982,0.6103391669126499
983,0.5310205648048687
984,0.4949018206296263
985,0.5305778865278374
986,0.6023253164835332
987,0.5936528012682156
988,0.5318285047802446
989,0.49791408456631514
990,0.5483430930251543
991,0.3902468477519065
992,0.4111840259707109
993,0.5830655597760358
994,0.47364159198687134
995,0.5489206516573131
996,0.48274637233283835
997,0.5555156247185612
998,0.6890906691600113
999,0.48142674544126185
1000,0.5932931417814586
1001,0.4692564431851847
1002,0.5312691993120974
1003,0.5030184000086795
1004,0.4759871421156217
1005,0.4802410887336174
1006,0.649268506158454
1007,0.5689854545988957
1008,0.7416752405814931
1009,0.5163673510635729
1010,0.5416535903247893
1011,0.4359074345673501
1012,0.5024551998178984
1013,0.4445336673623083
1014,0.4329142286582092
1015,0.5871495730734346
1016,0.6391242722394347
1017,0.5799242726545596
1018,0.5200129042221383
1019,0.47041763056865016
1020,0.5363803323672924
1021,0.5716292334051526
1022,0.46466576293081224
1023,0.5490313098781947
1024,0.4552978234692234
1025,0.6059459333248385
1026,0.42819638223896894
1027,0.4914153763751746
1028,0.6271290909760078
1029,0.4553943420468209
1030,0.5391196373446108
1031,0.8270494645761737
1032,0.49355942854454155
1033,0.7128008250685728
1034,0.4556678160926345
1035,0.5123850640705155
1036,0.4278864452191075
1037,0.5326918228483237
1038,0.5136895976212487
1039,0.47778378690472395
1040,0.48894252331252247
1041,0.6212987549022234
1042,0.48320670994433074
1043,0.5628790183184598
1044,0.4984409355901586
1045,0.6350735644988882
1046,0.5602760310694912
1047,0.7764474668196153
1048,0.5325108163248027
1049,0.5674860815776016
1050,0.5696308610834954
1051,0.4283728069009244
1052,0.4737629267569963
1053,0.645309408554037
1054,0.5445274408337046
1055,0.5336586344813754
1056,0.5664055221298472
1057,0.5554454712453847
1058,0.529763177636774
1059,0.4018946586531806
1060,0.4566282323590973
1061,0.5383182851194058
1062,0.568601931906359
1063,0.5105736542375362
1064,0.5510277515814014
1065,0.3851978338802584
1066,0.7970485267515356
1067,0.5388778790646944
1068,0.4779711914101716
1069,0.459322931072732
1070,0.5164264527777289
1071,0.6290309117891448
1072,0.47386843844956683
1073,0.5676265752322218
1074,0.6796471454389625
1075,0.47971314335204196
1076,0.5257766242943499
1077,0.5548645894061096
1078,0.5144444558110711
1079,0.5594504685881423
1080,0.5829008858066587
1081,0.48569218146820026
1082,0.48356485539808386
1083,0.5135531304265655
1084,0.5407812179063595
1085,0.36182598522282156
1086,0.4536909923493903
1087,0.607133133917716
1088,0.589399488880937
1089,0.395541714695933
1090,0.43162185204097203
1091,0.5461115775803738
1092,0.5898665935441081
1093,0.6316609279697367
1094,0.6331465256151757
1095,0.5384039354821138
1096,0.5304748638831515
1097,0.5417328566166923
1098,0.4368147837531469
1099,0.5970951974012174
1100,0.4552068687152586
1101,0.5681342806345853
1102,0.41917461706173187
1103,0.5344388178789922
1104,0.556869433248347
1105,0.44007621204935937
1106,0.4505632910243501
1107,0.5671277333026089
1108,0.508999555707643
1109,0.6887856078578833
1110,0.44523155114473584
1111,0.5075323009873185
1112,0.6560416219884027
1113,0.5655537036690413
1114,0.3912749402515115
1115,0.4519745082235669
1116,0.5176394420952568
1117,0.5944519272617313
1118,0.5389096068040613
1119,0.6070078176736002
1120,0.44885450207997724
1121,0.7200050319321311
1122,0.40132451951652265
1123,0.47983939881993576
1124,0.4860205460777415
1125,0.48470254883613
1126,0.6407788523180981
1127,0.4680986336663269
1128,0.46914929254761534
1129,0.3858793641123223
1130,0.5076573989965153
1131,0.4581380905556555
1132,0.6399306212633171
1133,0.6278324782450407
1134,0.43535764645024333
1135,0.5356170058769228
1136,0.5812463803400219
1137,0.4818253413038571
1138,0.5320233331896733
1139,0.5057324376353982
1140,0.4550653995550029
1141,0.45131352056335805
1142,0.5570396815047709
1143,0.37647790427294764
1144,0.4857132867683745
1145,0.42027224076887015
1146,0.5128308559075916
1147,0.5472322368006008
1148,0.5857809619206003
1149,0.5389524955650219
1150,0.576405967420337
1151,0.817630965662726
1152,0.4744101417429851
1153,0.6037488994935103
1154,0.4915234728934494
1155,0.3968870503027563
1156,0.46349145037912387
1157,0.7428397676036782
1158,0.43199540489903476
1159,0.5175042214431609
1160,0.5425224668785583
1161,0.4545382645256591
1162,0.46292811273254875
1163,0.5151382902976913
1164,0.4739351753992299
1165,0.5157593036750662
1166,0.5356286559415296
1167,0.5296678396607765
1168,0.4274738886855001
1169,0.549835689841572
1170,0.4448585131485699
1171,0.5814540374347729
1172,0.5456586554560009
1173,0.5484950467424936
1174,0.5182294513947863
1175,0.5000864471986605
1176,0.4313803201907294
1177,0.5585171983512355
1178,0.503844421869661
1179,0.4278942342480285
1180,0.5698279414887091
1181,0.4414795719815292
1182,0.5029411665104505
1183,0.5645901040588159
1184,0.46321837149226097
1185,0.5115244927338106
1186,0.4183747060636347
1187,0.5430441074277635
1188,0.6963382351192116
1189,0.5718768572356417
1190,0.6111138546663071
1191,0.4897423869684911
1192,0.5887039938615877
1193,0.43481185806508044
1194,0.5262256415018909
1195,0.48287716799896785
1196,0.5055860257632462
1197,0.4181122267944085
1198,0.7029668776036556
1199,0.5596376983431847
1200,0.5776739191420697
1201,0.42307552168673923
1202,0.5044713643257572
1203,0.5748032405124158
1204,0.4911762406132271
1205,0.5689435378982761
1206,0.46532411458610784
1207,0.46178012232551074
1208,0.45668129389931933
1209,0.4855600968229647
1210,0.5055335938783544
1211,0.5084306967904383
1212,0.5561631721653861
1213,0.5121426618070909
1214,0.46319228310667854
1215,0.500051262893213
1216,0.44698696274049926
1217,0.4240823055104328
1218,0.5979517304607872
1219,0.5545970555622882
1220,0.5434782312862872
1221,0.3876101647711398
1222,0.4897670839144628
1223,0.4950830568835688
1224,0.49108582409527013
1225,0.4766104238896097
1226,0.47691324070547697
1227,0.5586539263079695
1228,0.5102358679402621
1229,0.5476880933314577
1230,0.5504739514766488
1231,0.3353372011615384
1232,0.5357838238494894
1233,0.5009484186852069
1234,0.576452649949581
1235,0.47704856988903577
1236,0.4777378544128801
1237,0.5040436409663797
1238,0.4582705515499607
1239,0.5658297104457961
1240,0.5623006993455284
1241,0.44431631483883866
1242,0.45063240697297907
1243,0.6960858591437383
1244,0.38629137025571064
1245,0.5673359640207957
1246,0.5154366470514088
1247,0.4854857724820604
1248,0.6913070290733213
1249,0.514624263851719
1250,0.6254140466057887
1251,0.5857144910247127
1252,0.6456619108529397
1253,0.483121419590853
1254,0.4380685170503939
1255,0.40144064578873323
1256,0.46905500862963984
